file name,visibility,x-coordinate,y-coordinate,status,shot,image_data,game,clip,shot 
0061.jpg,2,524,245,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 11  12  10]
  [ 11  12  10]
  [ 11  12  10]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0062.jpg,1,517,234,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 11  12  10]
  [ 11  12  10]
  [ 11  12  10]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0063.jpg,1,511,223,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  9  13   8]
  [  9  13   8]
  [  9  13   8]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0064.jpg,1,505,214,1,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  9  13   8]
  [  9  13   8]
  [  9  13   8]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0065.jpg,1,503,213,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  9  13   8]
  [  9  13   8]
  [  9  13   8]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0066.jpg,1,508,214,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  9  13   8]
  [  9  13   8]
  [  9  13   8]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0067.jpg,1,509,214,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  9  13   8]
  [  9  13   8]
  [  9  13   8]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0068.jpg,1,511,218,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [  8  12   7]
  [  8  12   7]
  [  9  13   8]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [  9  13   7]
  [  9  13   7]
  [  9  13   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0069.jpg,1,513,223,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 169]
  [ 76 104 169]
  [ 76 104 169]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 168]
  [ 75 103 168]
  [ 75 103 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 168]
  [ 74 102 167]
  [ 74 102 167]]]",8,3,
0070.jpg,1,517,228,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 168]
  [ 76 104 168]
  [ 76 104 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 167]
  [ 74 102 166]
  [ 74 102 166]]]",8,3,
0071.jpg,1,518,234,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 169]
  [ 76 104 169]
  [ 76 104 169]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 168]
  [ 75 103 168]
  [ 75 103 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 168]
  [ 74 102 167]
  [ 74 102 167]]]",8,3,
0072.jpg,2,521,241,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 76 104 169]
  [ 76 104 169]
  [ 76 104 169]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 168]
  [ 75 103 168]
  [ 75 103 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 75 103 168]
  [ 74 102 167]
  [ 74 102 167]]]",8,3,
0073.jpg,1,524,249,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [  8  11   9]
  [  8  11   9]
  [  8  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [  8  11   9]
  [  8  11   9]
  [  8  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]]",8,3,
0074.jpg,1,527,259,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [  8  11   9]
  [  8  11   9]
  [  8  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [  8  11   9]
  [  8  11   9]
  [  8  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]]",8,3,
0075.jpg,1,529,270,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [  8  11   9]
  [  8  11   9]
  [  8  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [  8  11   9]
  [  8  11   9]
  [  8  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [  8  12   7]
  [  8  12   7]
  [  8  12   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]]",8,3,
0076.jpg,1,531,282,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]]",8,3,
0077.jpg,1,534,296,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]]",8,3,
0078.jpg,1,537,311,0,0.0,"[[[ 32  32  32]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  33  33]
  [ 34  34  34]
  [ 36  35  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  31]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]]",8,3,
0079.jpg,2,539,325,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]]",8,3,
0080.jpg,2,541,344,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 72 100 165]
  [ 72 100 165]]]",8,3,
0081.jpg,1,544,363,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 75 103 168]
  [ 75 103 168]
  [ 75 103 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 74 102 167]
  [ 74 102 167]
  [ 74 102 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 73 101 166]]]",8,3,
0082.jpg,1,547,383,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 75 103 168]
  [ 75 103 168]
  [ 75 103 168]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 74 102 167]
  [ 74 102 167]
  [ 74 102 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 73 101 166]]]",8,3,
0083.jpg,1,550,404,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 74 102 166]
  [ 74 102 166]
  [ 74 102 166]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 165]
  [ 73 101 165]
  [ 73 101 165]]]",8,3,
0084.jpg,1,552,427,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 74 102 166]
  [ 74 102 166]
  [ 74 102 166]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 165]
  [ 73 101 165]
  [ 73 101 165]]]",8,3,
0085.jpg,1,555,451,0,0.0,"[[[ 30  32  33]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 31  33  34]
  [ 32  34  35]
  [ 34  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 25  27  28]
  [ 26  28  29]
  [ 28  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 96 115 148]
  [ 93 114 152]
  [ 84 110 164]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 74 102 166]
  [ 74 102 166]
  [ 74 102 166]]

 [[ 95 114 147]
  [ 92 113 151]
  [ 83 109 163]
  ...
  [ 73 101 165]
  [ 73 101 165]
  [ 73 101 165]]]",8,3,
0086.jpg,1,557,477,0,0.0,"[[[ 32  31  33]
  [ 34  33  35]
  [ 36  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  32  34]
  [ 34  33  35]
  [ 36  35  39]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 28  27  29]
  [ 30  29  33]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 75 103 168]
  [ 75 103 168]
  [ 75 103 168]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 74 102 167]
  [ 74 102 167]
  [ 74 102 167]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 73 101 166]]]",8,3,
0087.jpg,2,560,485,2,4.0,"[[[ 33  32  34]
  [ 33  32  34]
  [ 34  33  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  32  34]
  [ 35  34  36]
  [ 37  36  40]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 29  28  30]
  [ 32  31  35]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 74 102 166]
  [ 74 102 166]
  [ 74 102 166]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 73 101 165]
  [ 73 101 165]
  [ 73 101 165]]]",8,3,
0088.jpg,1,563,480,0,4.0,"[[[ 33  32  34]
  [ 33  32  34]
  [ 34  33  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  32  34]
  [ 35  34  36]
  [ 37  36  40]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 29  28  30]
  [ 32  31  35]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 75 103 167]
  [ 75 103 167]
  [ 75 103 167]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 74 102 166]
  [ 74 102 166]
  [ 74 102 166]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 73 101 165]
  [ 73 101 165]
  [ 73 101 165]]]",8,3,
0089.jpg,1,568,477,0,4.0,"[[[ 33  32  34]
  [ 33  32  34]
  [ 34  33  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  32  34]
  [ 35  34  36]
  [ 37  36  40]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 29  28  30]
  [ 32  31  35]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 75 103 168]
  [ 75 103 168]
  [ 75 103 168]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 74 102 167]
  [ 74 102 167]
  [ 74 102 167]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 73 101 166]]]",8,3,
0090.jpg,1,571,476,0,4.0,"[[[ 33  32  34]
  [ 33  32  34]
  [ 34  33  37]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 33  32  34]
  [ 35  34  36]
  [ 37  36  40]
  ...
  [ 10  11   9]
  [ 10  11   9]
  [ 10  11   9]]

 [[ 27  26  28]
  [ 29  28  30]
  [ 32  31  35]
  ...
  [ 10  11   7]
  [ 10  11   7]
  [ 10  11   7]]

 ...

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 75 103 168]
  [ 75 103 168]
  [ 75 103 168]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 74 102 167]
  [ 74 102 167]
  [ 74 102 167]]

 [[ 94 115 146]
  [ 90 113 151]
  [ 82 111 162]
  ...
  [ 73 101 166]
  [ 73 101 166]
  [ 73 101 166]]]",8,3,
